NO,ID,LERI,Order,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6,fsr7,fsr8,fsr9,fsr10,fsr11,fsr12,fsr13,fsr14,fsr15,fsr16,fsr17,fsr18,fsr19,fsr20,fsr21,fsr22,fsr23,fsr24,fsr25,fsr26,fsr27,fsr28,fsr29,fsr30,fsr31,fsr32,fsr33,fsr34,fsr35,fsr36,fsr37,fsr38,fsr39,fsr40,time
NO,2,2,16,0,0,0.97037037,0,0,3963.907037,121.3422222,2.545555556,0,55.50740741,36.53962963,391.6222222,0.05,5244.652593,2677.416296,108.7148148,0,49.30518519,78.33888889,743.6611111,0,3.600740741,18.00185185,132.3288889,0.016666667,0.059259259,3.843333333,0,0,288.5166667,639.9655556,0,0,2355.413333,2692.292593,0,0,0.025925926,339.8051852,0,1.280694
NO,2,2,17,0,14.38357143,0.460714286,0,0,550.8314286,176.1639286,652.5003571,0.713928571,2887.411429,5061.890714,66.63607143,0.007142857,447.3725,347.4282143,1034.174643,0.007142857,0.425,59.58142857,208.6957143,0,0,85.71428571,0,0,768.5357143,9.781785714,0,0,2873.1625,51.2025,0,0,696.3507143,1.105714286,0,0,0,0,0,1.194313
NO,2,2,18,0,0,0.248076923,0,0,0,0,0,0.046153846,1962.147308,81.44538462,3.726538462,0.042307692,2276.323462,4878.493462,23.29384615,0,3391.118846,1746.775769,3625.443462,0,0.865384615,11.02115385,584.9519231,0.178846154,0,0.111923077,437.0746154,0,1.726923077,65.11346154,18.46153846,0.007692308,2.933846154,4218.903846,22.99192308,0,0.017307692,6141.648077,4.459615385,1.3061
NO,2,2,19,0,0,1.010416667,0,1.732083333,417.7429167,1332.726667,0,54.77041667,1003,36.02833333,748.7270833,734.5075,4657.5425,834.8366667,10.29,0.406666667,26.43375,80.31291667,52.49791667,0,0.008333333,77.51208333,0,0,13.065,3.961666667,0.05,0,2031.51375,60.04041667,0,0.008333333,4209.32625,51.7425,0,0,0,0.670833333,0,1.01871
NO,2,2,20,0,0.029166667,0.1,0.01875,5951.904583,44.16625,669.0370833,0.719583333,2064.965,5896.222917,444.8804167,92.77833333,51.83708333,821.8245833,398.5041667,43.26833333,0.01875,0.917083333,89.15208333,14.1825,0,0.534166667,94.67958333,0,0,379.7425,6.273333333,0,0,3055.967083,56.08166667,0,0,2746.814583,1.573333333,0,0,0,0.160416667,0,1.095338
NO,3,1,1,0,0,0,0,0,28.02066667,13010.079,1.275333333,9.520333333,1610.271,7527.355,0,17.33266667,7417.278,3361.053,3.928333333,95.65,3101.980667,3.147,0,1.870666667,2603.745667,0,0,0.055,2144.238333,0.291,0,0,1167.304333,1533.286,0,0,412.767,3089.062333,0,0,0,2.491666667,0,1.26257
NO,3,1,2,0,0,0,0,0,89.92566667,12422.64333,9.74,84.64033333,74.164,70.553,0.026666667,63.419,19609.084,5993.598,0,755.3946667,416.309,7.615333333,0,123.6413333,175.2716667,0,0,0.048333333,120.011,0,0,0,454.0663333,21.06266667,0,0,2253.839,386.022,0,0.006666667,117.298,1.824333333,0,1.279674
NO,3,1,3,0,0,0,0,0.006451613,84.89193548,3679.771613,1801.435806,11.81870968,39.15322581,63.43967742,0,36.94419355,15674.91484,5747.129032,4.367096774,1008.952581,1829.133548,16.20903226,0.030645161,863.9603226,290.7980645,0,0,0.027419355,137.0351613,0,0,1.999354839,826.1229032,0.141612903,0,0,2901.024194,37.83451613,0,0.006451613,426.1625806,0,0,1.414338
NO,3,1,4,0,0,0,0,0.014516129,75.44064516,16099.58871,0,207.7590323,3276.457097,47.13548387,0,6994.503548,19451.88161,245.7174194,0,4283.632581,45.32645161,0,0,3631.134839,5.482258065,0,0,5.17483871,28.19483871,0,0,29.06064516,1166.107742,0,0,7.818064516,3653.742581,0.014516129,0,0,34.5483871,0,0,1.32944
NO,3,1,5,0,0,1.190909091,0,0,88.56393939,1040.264848,8408.817879,36.32727273,3196.449697,8712.801212,8.873333333,75.90545455,6735.387879,1333.780606,7.931212121,46.81454545,2298.300606,0.122727273,0,0.628484848,2282.126061,0,0,0,921.71,0,0,0.006060606,1956.327576,841.7963636,0,0,3160.864545,2021.424545,0,0,0,0,0,1.510686
NO,3,1,6,0,0,0,0,0,478.3746875,361.4959375,0,85.1409375,0.0671875,382.5159375,0,0.01875,20450.54375,10011.2075,0,485.4896875,1756.522188,2009.055312,0,1103.6375,73.7359375,0,0,0.738125,86.4428125,0,0,10.99125,819.3715625,14.7665625,0,0.0140625,3171.602812,81.5553125,0,0,2429.77625,2.9565625,0,1.428017
NO,3,1,7,0,0,0,0,0,117.0289655,4940.089655,27.82,57.94034483,822.6193103,76.79758621,0.006896552,3105.990345,17928.43172,1189.006207,0,4308.547931,668.1182759,1.880689655,0,1975.977241,98.70068966,0,0,0.029310345,282.0244828,0,0,0.486551724,2017.675172,8.796896552,0,0.024137931,4027.512759,82.40586207,0,0,2.498965517,0,0,1.198956
NO,3,1,8,0,0,0.15,0,0.006451613,101.5529032,833.9116129,10919.40806,60.2383871,3642.339677,6069.726774,0.012903226,1024.867097,9517.073871,1023.271935,0.778387097,1276.612581,1835.884194,0.445806452,0,770.1680645,622.6987097,0,0,0.022580645,306.206129,0,0,0,1929.703871,4.52483871,0,0,3701.581935,25.41096774,0,0,0,0,0,1.388092
NO,3,1,9,0,0,0,0,1.213548387,452.2687097,17041.93194,0,88.59903226,1260.766129,861.6183871,0,404.3454839,16079.58032,7934.759032,0,388.276129,824.1896774,2.674193548,0,1063.056774,93.83290323,0,0,0.041935484,340.8064516,0,0,0,2209.24129,86.47967742,0,0.006451613,4776.957742,2873.219032,0,0,39.50516129,1.560322581,0,1.355435
NO,3,1,10,0,0,0,0,0.007407407,150.2866667,4980.368889,7479.578889,9.683333333,1395.046296,2985.13,0.061111111,94.2762963,12584.65259,3147.781481,5.276296296,223.8107407,2780.352593,1.875185185,0.007407407,21.95481481,864.3751852,0,0,0,342.6462963,0,0,0.014814815,867.152963,72.1762963,0,0.007407407,1877.102593,1080.902222,0,0,0,0,0,1.143492
NO,3,1,11,0,440.735,11068.40109,0,56.33565217,87.83130435,20.42173913,0,14.12934783,3545.243261,868.29,0,524.2904348,179.7286957,3.275217391,0,172.5286957,74.08065217,0,0,11.6076087,515.1369565,0.806304348,0,0,722.4513043,21.21521739,0,0,460.593913,1581.143261,0,0,0.004347826,0,0,0,0,0,0,1.976203
NO,3,1,12,0,0.007142857,0.801785714,0,0,31.73321429,6890.495357,466.1589286,3.010357143,462.3710714,3203.726071,0.587142857,42.78142857,5120.226429,2756.948214,36.77035714,196.4121429,274.5621429,5.005357143,0,74.78571429,1094.696786,0,0,1.9875,412.7917857,0.2575,0,0,247.9532143,106.8007143,0,0,3353.494643,1765.133571,0,0,0.051785714,2.300714286,0,1.226761
NO,3,1,13,0,0,0.134,0,133.4372,16.3696,4544.2048,0,97.4964,10376.8468,216.4832,0,5400.6772,4579.436,66.0376,0,1467.4056,17.0972,0,0,1715.3184,127.8256,0,0,6.14,447.9532,0,0,0,526.1404,925.6812,0,0,3372.506,3440.2776,0,0,0,0,0,1.003605
NO,3,1,14,0,113.8822222,9462.024074,0,56.38888889,2115.276667,50.46296296,0,257.6674074,12203.19741,2046.530741,0.024074074,2602.58037,154.3896296,0.568148148,0,1139.262222,62.16333333,0,0,32.10444444,876.647037,0,0,0.007407407,1543.384815,7.605925926,0,0,878.2814815,1801.828519,0,0,171.9466667,7.715555556,0,0,0,0,0,1.151827
NO,3,1,15,0,0,4.535555556,0,11.36444444,64.72259259,16950.93778,0,42.50777778,3425.262222,3343.980741,0.014814815,333.9177778,6896.742222,3374.05,0,542.2807407,248.1033333,3.817037037,0,836.5737037,254.97,0,0,20.50555556,280.3725926,0,0,0,287.2,67.10555556,0,0,3287.315556,1921.303704,0,0,2.815185185,0,0,1.226371
NO,3,1,16,0,0,0.466896552,0,0,23.65931034,3431.331034,21.66206897,90.59586207,6.530344828,6.760344828,0,12.68068966,17639.84724,2118.49931,7.565862069,1142.764138,993.452069,43.73068966,0,513.0344828,1215.707931,0,0,3.358965517,512.6644828,0,0,0,83.08344828,15.22896552,0,0.006896552,2310.144828,970.4996552,0,0.024137931,1103.233448,672.5993103,0,1.251767
NO,3,1,17,0,12.37275862,227.3455172,0,39.83310345,1.276551724,4082.206552,0,10.82448276,13587.58,8663.323448,0.766551724,158.1644828,1446.10931,992.5203448,0,77.70931034,78.55758621,0,0,17.19724138,677.9782759,0,0,0,289.9441379,3.997241379,0,0,245.9293103,916.9603448,0,0,1277.402759,1738.598621,0,0,0,0,0,1.296725
NO,3,1,18,0,0,0.088709677,0,211.006129,47.74322581,11995.45323,0,50.91612903,4932.327742,48.55322581,0,3194.153548,8426.854839,466.2996774,0,1100.703871,19.01935484,0,0,2583.963548,1.169032258,0,0,2232.052903,37.02516129,0,0,57.04935484,518.0764516,0,0,1.735483871,5573.428387,38.23064516,0,0,68.47612903,0,0,1.319978
NO,3,1,19,0,0,1.04,0,0.3164,5.3128,9556.7672,0.1164,17.1268,9110.666,7725.4352,0.048,869.8016,2351.3864,757.6152,0,944.3668,42.7612,0,0,868.1208,264.8352,0,0,11.9252,279.0056,0,0,0.008,315.4932,29.1148,0,0,2789.7296,302.6348,0,0,0,0,0,1.021626
NO,3,1,20,0,0,0.025,0,0,77.84447368,214.8431579,0,36.75947368,0.533947368,33.31552632,0,2218.081842,25409.72921,3420.274737,0,1029.328947,265.2578947,8.697894737,0,1853.501579,9.314736842,0.005263158,0,1703.819737,47.245,0,0,18.09552632,95.55289474,8.050526316,0,0.005263158,4472.318158,2722.820263,0,0.011842105,3241.01,243.9547368,0,1.635669
NO,3,2,1,0,26.19185185,0.831481481,0,22.17518519,0,84.18148148,17.97148148,3450.811481,16117.00778,2229.377778,26.81185185,2.858888889,954.4492593,1071.672963,0,0,17.53037037,560.5514815,0.016666667,0,40.79814815,67.1562963,0,4.021481481,331.46,0,0,2675.877778,2391.720741,0,0,1186.253704,164.1077778,0,0,0,0,0,0,1.171661
NO,3,2,2,0.013333333,0,0,0,0.534,4912.645,4.923666667,0,0,38.25166667,16.69933333,365.0466667,38.31333333,6833.334333,13303.42267,9.564,0.015,56.81466667,1984.458667,185.1203333,0,0.013333333,787.4503333,0,0,5.863,12.16366667,0,1.343666667,497.5956667,0.567333333,0,54.77833333,2417.690667,0,0,0,107.6243333,0,0,1.295887
NO,3,2,3,0,0.022580645,0,0,0,4217.036452,221.1677419,0.249032258,0.027419355,54.78741935,1949.443871,1009.452903,0.033870968,593.8993548,15004.38452,627.2945161,0,2.560967742,1644.916452,1653.487419,0,0,1644.786129,0.299354839,0,1.21,25.10677419,0,0,2295.647419,33.96258065,0,23.17548387,7097.289032,0.077419355,0,0,2.320322581,0,0,1.324438
NO,3,2,4,0,0,0,0,0,5035.915517,210.7606897,0,0.006896552,64.61965517,1.087931034,706.2237931,2.042413793,10904.88897,19736.34069,19.1437931,0.006896552,2370.158621,1781.27931,253.1948276,0,0,370.4189655,5.502413793,0.013793103,0.013793103,11.12413793,0,0,171.132069,31.98068966,0,0.295862069,3704.384138,9.12,0,0,3943.223793,0.09137931,0,1.259637
NO,3,2,5,0,1.289354839,0,0,0,7522.890645,1523.495484,0,0.006451613,89.71322581,861.4525806,1929.158387,0.035483871,2783.174516,14774.97032,62.65225806,0.014516129,7.003225806,1787.438387,714.8616129,0.014516129,0,1453.13,0,0,5.462258065,16.83645161,0,0.062903226,938.5106452,0.624193548,0,542.7416129,3188.772903,0,0,0,0.153225806,0,0,1.335198
NO,3,2,6,0,0,0,0,0.020588235,20339.11206,5488.075294,672.8173529,0.013235294,185.2517647,510.5964706,129.4147059,0.035294118,10733.04588,9370.645588,19.57823529,0,23.56911765,281.6058824,72.75470588,0.013235294,0,93.52852941,0.989411765,0,2.907941176,5.089117647,0,0.226470588,1158.163235,9.059411765,0,397.1455882,4500.877353,0,0,0.005882353,238.4335294,0,0,1.507488
NO,3,2,7,0,0,0,0,0,9302.060345,3513.844828,0,0.006896552,5.625172414,0.218275862,879.8462069,0.039655172,8757.801034,23011.3131,37.81827586,0.006896552,864.2986207,940.2372414,1177.404483,0.006896552,0,88.47586207,46.92586207,0.022413793,0.05862069,3.283793103,0,0,29.70586207,43.80517241,0,0,2447.27,1188.21069,0,0,1474.175517,363.2924138,0,1.242746
NO,3,2,8,0,0,0,0,43.02777778,9.478148148,529.0707407,9.917777778,0.051851852,9732.258148,6473.078889,695.4633333,0.014814815,176.5037037,7294.644815,253.9466667,0,0,2605.284074,6.274074074,0,0.451111111,2900.184074,0,0,4.29037037,21.95740741,0,0,3160.153704,69.56777778,0,0.007407407,5515.631481,0.39,0,0,0,0,0,1.223961
NO,3,2,9,0,9.531851852,0,0,24.52037037,0,11.83740741,1396.058148,71.34518519,18093.91074,9026.028148,24.06740741,0.064814815,710.4259259,1290.457407,19.32666667,0.016666667,0,548.8281481,0.117037037,0,0.864814815,826.2851852,0,0,123.6096296,3.452222222,0,0.053703704,2689.295556,14.73185185,0,0,2845.982963,0,0,0,0,0,0,1.17002
NO,3,2,10,0,0,0,0,1.082758621,21.68793103,0.988275862,0,26.93172414,0.013793103,1.153103448,20.77310345,135.6006897,23288.85034,10146.53034,7.036551724,0,1001.155862,1875.652414,39.54517241,0.006896552,0,814.1996552,0,0.013793103,0.006896552,20.06275862,0,0,138.202069,66.13137931,0,0.05862069,3663.381379,496.9548276,0,0,3014.523448,14.75965517,0,1.404184
NO,3,2,11,0,0,0,0,71.086,0,62.3952,158.018,61.2012,10504.0972,5589.5628,28.918,8.1216,1669.4444,964.8124,18.998,0.028,4.5652,270.2288,0,0.018,1.7552,549.7052,0,0.008,52.9364,13.8424,0,0.7084,815.1632,22.6472,0,0,4206.6512,0.264,0,0,0,0,0,1.048463
NO,3,2,12,0,7.859393939,0.059090909,0,0,1384.911212,72.60060606,55.12606061,0.021212121,272.110303,3930.553939,60.27393939,0.006060606,393.709697,9844.487576,3496.164545,0,0.70969697,803.0548485,1940.672121,0,0.013636364,1121.444242,1.050909091,0,0,34.38818182,0,0,422.4118182,90.93454545,0,0,5045.18697,133.8566667,0,0,0,0,0,1.459236
NO,3,2,13,5.529565217,173.9465217,0.224347826,0,11145.7613,0,75.45652174,3.073043478,2037.496087,10081.39652,233.8021739,13.69304348,204.493913,1206.328261,312.8943478,0,0.084782609,2.714347826,177.3343478,0,0,0.796086957,315.6765217,0,0,45.23043478,9.710434783,0,0,219.6352174,31.54913043,0,0,2004.787826,12.0526087,0,0,0,0,0,0.967213
NO,3,2,14,0,0,0,0,19036.785,310.0721429,478.6832143,0,73.75321429,6388.583571,5.659285714,2.621785714,6443.231786,7278.737143,727.1085714,0,3.014642857,16.77357143,164.3367857,0,0,0.041071429,234.9392857,0,0,1.667857143,11.12964286,0,0,56.03892857,179.4907143,0,0,1531.640357,1491.397143,0,0,0.791071429,0,0,1.270262
NO,3,2,15,0,0,0,0,3590.955312,45.8521875,2549.394688,0,5.4853125,4156.280313,59.3075,86.5953125,46.068125,3878.695,6308.769687,19.8090625,0,12.91875,1487.147188,9.5675,0,0.0140625,1370.546562,0,0,0.181875,25.589375,0,0,120.9409375,632.2975,0,0,3686.427813,3254.659375,0,0,0,0,0,1.384049
NO,3,2,16,0,0.7521875,0,0,30.7940625,1.0790625,74.1815625,297.47375,1.296875,5198.35625,7571.205937,77.09,0,348.5190625,2916.120938,1882.601562,0,0.7803125,1038.966562,67.670625,0,0.028125,1927.283125,0,0,2.6665625,30.505625,0,0,735.43625,1218.516875,0,0,4386.721563,841.76875,0,0,0,0,0,1.338712
NO,3,2,17,0,0,0,0,2583.600357,10.13642857,1448.581071,0.007142857,4.584285714,4330.156786,98.20607143,24.61142857,36.92107143,3493.130714,5821.810357,24.76321429,0,8.4075,946.3010714,17.4175,0,0.025,1341.753214,0,0,2.533571429,41.89071429,0,0,371.2142857,122.6289286,0,0,5567.821071,1259.757857,0,0,0,0,0,1.232922
NO,3,2,18,0,0,0.082692308,0,9451.225769,16.47153846,401.8615385,0,44.67961538,4895.540769,92.18730769,13.89923077,519.1726923,5572.33,1340.070769,4.937307692,0,10.38653846,181.1223077,7.669615385,0,0,385.1307692,0,0,5.809230769,11.00153846,0,0,122.7838462,48.42346154,0,0,1826.790385,474.1511538,0,0,0,0,0,1.137171
NO,3,2,19,0,0.334782609,0.019565217,0,5597.597826,0.017391304,177.6586957,0,63.61869565,18195.51217,2192.423043,36.01086957,26.19173913,1333.052609,1985.283043,8.196521739,0,1.69,617.1078261,0,0,0.842608696,1097.516522,0,0,14.68478261,14.76869565,0,0,264.6226087,20.6126087,0,0,3139.908261,13.42304348,0,0,0,0,0,0.990851
NO,3,2,20,0,1.321851852,0,0,107.8581481,0.953333333,90.37777778,50.70185185,54.74259259,13916.07926,4250.862593,127.1296296,2.326296296,479.0992593,1791.682593,212.82,0,0.345555556,1159.122963,5.945925926,0,0,1592.724444,0,0,31.36444444,21.2062963,0,0,625.6133333,48.55037037,0,0,3883.62963,12.9562963,0,0,0,0,0,1.190742
NO,4,1,1,0,8.859230769,15.01692308,0,5.323846154,0.017307692,0.5,26.39115385,0.436923077,693.3311538,3368.816923,4161.751154,412.9496154,918.4384615,1168.023077,513.4973077,69.57769231,1345.309615,64.53230769,0,14.99576923,683.7603846,53.20269231,0,0,92.88423077,2.596153846,0,0.007692308,550.4846154,2986.897308,0,0,135.6519231,4225.369615,0,0,0,0,0,1.113425
NO,4,1,2,0,0,0.272,17.5156,0.018,145.0936,20.594,5589.3148,5.8304,66.6036,6081.7364,3950.7352,597.1308,5276.7424,2851.0612,6159.1268,82.3948,3314.116,86.4256,0,8.178,2347.8144,25.7664,0,0,239.3016,0.9848,0,0,311.2772,542.326,0,0,246.1352,1274.0248,0,0,0,30.0916,0,1.217754
NO,4,1,3,0,0,0.022580645,0,0.006451613,65.2283871,36.82774194,4180.689355,4.947096774,69.56,947.8070968,43.24741935,2403.986452,5182.505806,3094.72871,2494.266129,1399.643548,2562.345161,253.9996774,0,1959.424516,1113.711935,14.55709677,0,85.97129032,85.96225806,0.006451613,0,2.31,788.5719355,20.81806452,0,0.163225806,2580.901935,256.4606452,0,0.014516129,939.81,0,0,1.589039
NO,4,1,4,0,0,1.651538462,0,91.28,0.017307692,301.355,1135.002692,8.636923077,4029.656923,5037.139231,5.571538462,2947.296538,4162.955769,4782.795769,59.52923077,742.9065385,705.4546154,40.60461538,0,1893.993846,729.245,4.047692308,0,199.3976923,52.17076923,0,0,30.48538462,976.825,1.656538462,0,31.46346154,3315.896923,0,0,0,364.4515385,0,0,1.223401
NO,4,1,5,0,27.98192308,137.2246154,1085.790385,0,0.044230769,16.535,2430.356154,0,811.6611538,3220.611923,7471.636923,8.947692308,1592.068077,169.7046154,674.7057692,0,3248.169615,80.08038462,5.091538462,0,1696.533846,101.8984615,0,0,46.75769231,13.49692308,0,0,50.35384615,2492.505,0.317307692,0,0.555769231,2644.027308,0.567692308,0,0,0,0,1.093478
NO,4,1,6,0,0,0.015517241,0,0.006896552,426.8213793,516.77,0,1068.266897,0.024137931,17.73034483,0.013793103,1.583103448,9746.114828,6822.934483,754.1062069,3890.304138,6999.421379,2749.422069,35.74689655,2037.822414,1207.598276,19.77344828,0,112.8275862,354.3117241,0.022413793,0,0,49.94862069,17.57206897,0,0.006896552,39.97862069,218.7203448,0,0,12.90862069,507.6782759,0,1.279284
NO,4,1,7,0,309.85375,2646.5,0.097916667,0,31.70875,33.74416667,0,72.39541667,2606.420417,7706.401667,2239.941667,1150.851667,787.56875,419.8495833,0,443.55375,1229.54375,3.925,0,160.10875,755.8725,17.74583333,0,0.008333333,674.9504167,2.533333333,0,0.008333333,1838.023333,1824.40125,0,0.008333333,604.7404167,1543.51875,0,0,0,0,0,1.028609
NO,4,1,8,0,50.5862963,6.864074074,95.80481481,2.314814815,0.035185185,0.107407407,1229.451111,0.035185185,3203.06,6049.38,6094.728519,2627.52,1461.818889,550.7103704,89.73111111,328.08,2242.146296,32.76777778,0,232.4081481,921.5703704,21.74703704,0,0.016666667,471.9314815,0.805555556,0,0,1675.552963,1053.91037,0,0,2462.177778,2050.391481,0,0,0,0,0,1.362277
NO,4,1,9,0,120.8409091,18.64045455,1563.099091,4.819545455,1.026363636,67.28909091,4220.772727,4.289090909,1387.645,5985.273182,11570.07545,382.9327273,1247.993182,126.9422727,79.73954545,45.86545455,2583.355909,51.08772727,0,0.717727273,1060.401818,61.85,0,0.097727273,305.5263636,8.64,0,0,1051.507727,1763.954545,0,0,103.5036364,1879.540909,0,0,0,0,0,0.952873
NO,4,1,10,0,0,0.063333333,0.023333333,1.496,0.299666667,0.068333333,5389.687333,16.49933333,1117.890667,4036.092333,3757.53,1155.974333,2438.305333,1886.462,4052.995667,150.3966667,1738.213667,78.16133333,0,56.412,1219.402,57.15333333,0,0.006666667,241.3936667,1.521333333,0,0.006666667,1204.404667,1822.895667,0,0,1584.098667,3858.243,0,0,0,5.028333333,0,1.47585
NO,4,1,11,35.3637037,44.24592593,0,0,0,8.804814815,0.016666667,0,1044.962593,4215.137778,1468.584074,0.053703704,413.517037,519.4240741,0.112962963,0,332.9181481,2.937777778,0,0,2334.717037,41.06777778,0,0,1620.511111,295.6892593,0,0,1420.341111,3488.794444,0,0,24.46074074,3762.741481,0,0,0,0,0,0,1.15622
NO,4,1,12,0.006060606,0.821818182,1.880606061,0,54.21,0.071212121,2431.114848,0,0.078787879,2645.803333,2721.45,0.065151515,2253.154242,1917.740606,2665.084242,0.770909091,479.0606061,805.319697,6.112727273,0,1207.651212,201.3642424,0.181818182,0,106.7163636,64.68757576,0.042424242,0,0.028787879,809.2366667,53.61,0,0.033333333,4038.887576,3707.770909,0,0,77.91060606,20.38181818,0,1.482192
NO,4,1,13,0,0.045454545,4.749318182,1.967045455,0.004545455,17.87863636,0.840227273,3055.392727,1.497954545,534.0072727,2354.698864,345.6388636,6188.788864,4307.371818,242.0488636,234.1618182,1543.633864,2876.828864,3.160681818,0,1586.191364,1948.995227,0,0,9.581590909,740.4120455,0,0,0.020454545,1433.517273,27.26431818,0,0.082272727,3915.825909,3199.299091,0,0,27.05568182,47.75,0,1.892634
NO,4,1,14,0.025,57.59857143,189.4592857,2138.846071,0,0.007142857,37.87035714,2846.818214,0.025,1224.591786,4230.886429,7398.1275,66.08857143,1220.735,50.33821429,70.89892857,0.016071429,3015.396071,10.50571429,0,0,1027.339643,41.84607143,0,0,71.30678571,15.99285714,0,0,49.93857143,1962.823929,0,0,0.623571429,2666.209286,11.36178571,0,0,0,0,1.118327
NO,4,1,15,0,76.05461538,84.35423077,0.402692308,109.9030769,0,2.616538462,91.78,3.308076923,2935.818462,4773.256538,5093.398846,2526.806538,1939.823846,423.9380769,76.10115385,263.8630769,3232.047692,9.561538462,0,6.724230769,1229.363846,22.59461538,0,0,313.2411538,5.826153846,0,0,75.92615385,972.5815385,0,0,2.481153846,1544.322308,5.855384615,0,0,0,0,1.210305
NO,4,1,16,0.074137931,1507.868276,398.7686207,0.619310345,47,8.839310345,22.57896552,0,2.721724138,3572.661724,6019.873793,1399.13,1557.89,485.9451724,232.6572414,0,329.3510345,1620.305517,1.509655172,0,63.24172414,475.6965517,10.61172414,0,0,218.4,7.014137931,0,0.006896552,174.2217241,940.1537931,0,0,11.51482759,1135.920345,0,0,0,0,0,1.237027
NO,4,1,17,0,0.203448276,2.097241379,21.14724138,1.729655172,0.52,0.146551724,4153.316552,4.961034483,798.1493103,4455.001034,4866.186552,508.6262069,2423.362414,461.7024138,1546.77069,27.32275862,2924.800345,20.97241379,0.16862069,0.031034483,1354.728276,47.92413793,0,0,266.8058621,6.81137931,0,0,48.67034483,1268.521724,2.845517241,0,0.806206897,2629.678966,50.13344828,0,0,21.73517241,0,1.260856
NO,4,1,18,0,4.446896552,7.37137931,54.59103448,0.999655172,0.074137931,0.074137931,833.9341379,0.496896552,1193.119655,3862.376552,5406.802069,932.3927586,1479.207586,124.3889655,386.6758621,21.59172414,2578.05931,11.75137931,0,0,1172.553103,42.89689655,0.006896552,0.067241379,80.49275862,9.787586207,0,0.04137931,5.542758621,1359.608621,379.7758621,0.006896552,0.031034483,2623.69,4234.963793,0,0,0,0,1.231362
